Time,Tgas
3.93,2009.0505
3.96,2028.210331
3.99,2155.446096
4.02,2039.171656
4.05,2000.232567
4.08,2080.910275
4.11,2139.620499
4.14,2095.125073
4.17,2197.331274
4.2,2112.975615
4.23,2179.549256
4.26,2140.069025
4.29,2012.528972
4.32,2135.059627
4.35,2024.388432
4.38,2073.065791
4.41,2100.654003
4.44,2161.020015
4.47,2010.977777
4.5,2178.610615
4.53,2071.59072
4.56,2052.653766
4.59,2001.698383
4.62,2092.121362
4.65,2043.46582
4.68,2154.795165
4.71,2042.894749
4.74,2114.626138
4.77,2055.467574
4.8,2147.476456
4.83,2070.510871
4.86,2178.338415
4.89,2129.802917
4.92,2119.421984
4.95,2000.918731
4.98,2173.063672
5.01,2090.492369
5.04,2011.896625
5.07,2110.799683
5.1,2176.038075
5.13,2092.254691
5.16,2031.508378
5.19,2129.194471
5.22,2082.807534
5.25,2084.403702
5.28,2085.557048
5.31,2008.569167
5.34,2149.912385
5.37,2035.790138
5.4,2154.862221
5.43,2029.069269
5.46,2091.135727
5.49,2196.731025
5.52,2017.601495
5.55,2076.671392
5.58,2182.254773
5.61,2049.313074
5.64,2064.087325
5.67,2071.10778
5.7,2185.32784
5.73,2081.617892
5.76,2136.721083
5.79,2162.680712
5.82,2193.678392
5.85,2176.221515
5.88,2127.203684
5.91,2171.646147
5.94,2115.372934
5.97,2060.886903
6,2011.155524
6.03,2011.917449
6.06,2023.482371
6.09,2086.285084
6.12,2083.701503
6.15,2081.342629
6.18,2059.874223
6.21,2111.909257
6.24,2011.961978
6.27,2194.913111
6.3,2162.353357
6.33,2120.795102
6.36,2038.952302
6.39,2048.89781
6.42,2013.726065
6.45,2165.709716
6.48,2161.71343
6.51,2153.38175
6.54,2044.562778
6.57,2074.280184
6.6,2162.74886
6.63,2009.025589
6.66,2155.468064
6.69,2097.470216
6.72,2152.244239
6.75,2108.074123
6.78,2070.164805
6.81,2024.10454
6.84,2093.837389
6.87,2055.244848
6.9,2012.255247
6.93,2063.354408
6.96,2101.232513
6.99,2183.980109
7.02,2135.617991
7.05,2110.685938
7.08,2098.408577
7.11,2062.022838
7.14,2090.531246
7.17,2091.075156
7.2,2037.923315
7.23,2095.481753
7.26,2102.23243
7.29,2116.641695
7.32,2142.002223
7.35,2151.942547
7.38,2033.830628
7.41,2162.4328
7.44,2104.227497
7.47,2020.461233
7.5,2059.922402
7.53,2173.449393
7.56,2174.99868
7.59,2146.236176
7.62,2185.36673
7.65,2046.428705
7.68,2177.995766
7.71,2182.317156
7.74,2085.96568
7.77,2163.604441
7.8,2039.853961
7.83,2009.156909
7.86,2093.826019
7.89,2075.17053
7.92,2136.071835
7.95,2141.383335
7.98,2194.059486
8.01,2125.183324
8.04,2057.737286
8.07,2061.615301
8.1,2071.571804
8.13,2164.596637
8.16,2017.810024
8.19,2122.885073
8.22,2192.781275
8.25,2078.806241
8.28,2199.556329
8.31,2197.487355
8.34,2186.132615
8.37,2136.362697
8.4,2120.693834
8.43,2137.240031
8.46,2158.723593
8.49,2041.818697
8.52,2032.901732
8.55,2123.576221
8.58,2082.174469
8.61,2150.478188
8.64,2148.721571
8.67,2180.287661
8.7,2005.243471
8.73,2152.740883
8.76,2000.987181
8.79,2039.270855
8.82,2159.167274
8.85,2197.245412
8.88,2093.466442
8.91,2113.640466
8.94,2162.017592
8.97,2096.629015
9,2114.109184
9.03,2018.350217
9.06,2010.006045
9.09,2064.851893
9.12,2118.939426
9.15,2192.465284
9.18,2187.705751
9.21,2189.887427
9.24,2188.377481
9.27,2097.031224
9.3,2081.488788
9.33,2056.909919
9.36,2022.698552
9.39,2155.327064
9.42,2021.621761
9.45,2048.05413
9.48,2017.257464
9.51,2055.353317
9.54,2059.213838
9.57,2190.887884
9.6,2158.711247
9.63,2147.992456
9.66,2150.186802
9.69,2007.910123
9.72,2177.888762
9.75,2193.75184
9.78,2057.004264
9.81,2020.63995
9.84,2018.962445
9.87,2160.494723
9.9,2004.622206
9.93,2089.003918
9.96,2118.346853
9.99,2130.10349
10.02,2197.977817
10.05,2050.819868
10.08,2011.132108
10.11,2093.728421
10.14,2122.937539
10.17,2115.395869
10.2,2070.375465
10.23,2120.300266
10.26,2004.132241
10.29,2101.574305
10.32,2102.402615
10.35,2161.662202
10.38,2161.465906
10.41,2143.75497
10.44,2157.317992
10.47,2024.121831
10.5,2017.658467
10.53,2120.155493
10.56,2032.189268
10.59,2178.576005
10.62,2186.945942
10.65,2082.030982
10.68,2005.288105
10.71,2183.707774
10.74,2044.586615
10.77,2005.656661
10.8,2027.495397
10.83,2192.47485
10.86,2151.866692
10.89,2000.387998
10.92,2093.331211
10.95,2197.836331
10.98,2171.334526
11.01,2066.61336
11.04,2154.536989
11.07,2097.564602
11.1,2000.544619
11.13,2000.697878
11.16,2190.866631
11.19,2044.035584
11.22,2159.517819
11.25,2025.290229
11.28,2009.309463
11.31,2135.519509
11.34,2101.416963
11.37,2173.734816
11.4,2060.407036
11.43,2127.42089
11.46,2108.646199
11.49,2019.831704
11.52,2151.23365
11.55,2069.748176
11.58,2078.748766
11.61,2006.239283
11.64,2165.27839
11.67,2095.12902
11.7,2102.525135
11.73,2060.085374
11.76,2143.981051
11.79,2007.212092
11.82,2018.520548
11.85,2078.498029
11.88,2189.175144
11.91,2033.324424
11.94,2080.067353
11.97,2155.122465
12,2051.563493
12.03,2120.774795
12.06,2009.916249
12.09,2198.086149
12.12,2117.601475
12.15,2027.225333
12.18,2052.608096
12.21,2171.250116
12.24,2062.077078
12.27,2198.660945
12.3,2008.578434
12.33,2043.129576
12.36,2106.360363
12.39,2132.510726
12.42,2158.207531
12.45,2066.334554
12.48,2071.239107
12.51,2090.707349
12.54,2175.89086
12.57,2065.54478
12.6,2152.736029
12.63,2182.65088
12.66,2153.387115
12.69,2042.217686
12.72,2015.88617
12.75,2158.352222
12.78,2058.951471
12.81,2049.481694
12.84,2092.806555
12.87,2094.785416
12.9,2021.859046
12.93,2195.459111
12.96,2156.649951
12.99,2083.513818
13.02,2041.155365
13.05,2067.029424
13.08,2117.494433
13.11,2150.884072
13.14,2066.397964
13.17,2019.221931
13.2,2178.773942
13.23,2114.448581
13.26,2174.016793
13.29,2120.477896
13.32,2132.645833
13.35,2198.431534
13.38,2117.310326
13.41,2025.357363
13.44,2173.137248
13.47,2105.141237
13.5,2037.854641
13.53,2018.242732
13.56,2001.330044
13.59,2102.000422
13.62,2117.921187
13.65,2058.791792
13.68,2073.811152
13.71,2024.878255
13.74,2169.169475
13.77,2053.098711
13.8,2046.101079
13.83,2161.121415
13.86,2093.007334
13.89,2000.393236
13.92,2141.454325
13.95,2108.295038
13.98,2162.931386
14.01,2159.529568
14.04,2116.945382
14.07,2029.139142
14.1,2149.109628
14.13,2043.665324
14.16,2078.426106
14.19,2174.214912
14.22,2152.278277
14.25,2164.477131
14.28,2035.701798
14.31,2103.991367
14.34,2063.588107
14.37,2089.95664
14.4,2061.731852
14.43,2071.007858
14.46,2025.566183
14.49,2048.291228
14.52,2008.169319
14.55,2140.791348
14.58,2057.723855
14.61,2030.802667
14.64,2016.018531
14.67,2049.806682
14.7,2189.449859
14.73,2047.331872
14.76,2120.742651
14.79,2089.379742
14.82,2002.830897
14.85,2082.126123
14.88,2130.700817
14.91,2119.870561
14.94,2196.699639
14.97,2050.4643
15,2007.319647
15.03,2196.830067
15.06,2112.528094
15.09,2057.958945
15.12,2056.586155
15.15,2099.791398
15.18,2149.291647
15.21,2056.447322
15.24,2083.052467
15.27,2006.276814
15.3,2107.414909
15.33,2019.360611
15.36,2012.956771
15.39,2094.890596
15.42,2158.980728
15.45,2081.117882
15.48,2020.663612
15.51,2057.834858
15.54,2020.106423
15.57,2142.467454
15.6,2182.192879
15.63,2096.317532
15.66,2069.252556
15.69,2120.874626
15.72,2002.967999
15.75,2007.443871
15.78,2151.354943
15.81,2124.393439
15.84,2148.130106
15.87,2108.422159
15.9,2048.683787
15.93,2100.626795
15.96,2191.601615
15.99,2119.068229
16.02,2000.65575
16.05,2114.96707
16.08,2075.105254
16.11,2130.751914
16.14,2014.582473
16.17,2188.038504
16.2,2182.497211
16.23,2045.064322
16.26,2098.717398
16.29,2135.238393
16.32,2158.5765
16.35,2044.300764
16.38,2025.821033
16.41,2164.989595
16.44,2098.302558
16.47,2133.226492
16.5,2058.737569
16.53,2099.193659
16.56,2068.730983
16.59,2158.458135
16.62,2082.323446
16.65,2171.722163
16.68,2045.615682
16.71,2071.790537
16.74,2073.64874
16.77,2128.384275
16.8,2193.261732
16.83,2118.505843
16.86,2033.151922
16.89,2011.93819
16.92,2128.940033
16.95,2188.763432
16.98,2042.911803
17.01,2114.244878
17.04,2015.973829
17.07,2134.170261
17.1,2032.21387
17.13,2057.337111
17.16,2185.753597
17.19,2032.556389
17.22,2147.689917
17.25,2182.49208
17.28,2084.105567
17.31,2191.263212
17.34,2016.227154
17.37,2015.608259
17.4,2053.835805
17.43,2080.883486
17.46,2080.307567
17.49,2195.067252
17.52,2031.480556
17.55,2030.907542
17.58,2013.895205
17.61,2009.37801
17.64,2043.336489
17.67,2131.770903
17.7,2015.0226
17.73,2066.204389
17.76,2004.89885
17.79,2033.106785
17.82,2025.847818
17.85,2197.476323
17.88,2057.830835
17.91,2004.25536
17.94,2107.823723
17.97,2099.002601
18,2145.630889
18.03,2013.665649
18.06,2193.435566
18.09,2092.013441
18.12,2199.329317
18.15,2102.347416
18.18,2186.97947
18.21,2131.876232
18.24,2113.489293
18.27,2189.363996
18.3,2190.276188
18.33,2095.145555
18.36,2126.721438
18.39,2183.574155
18.42,2115.498095
18.45,2046.297273
18.48,2179.925998
18.51,2015.294449
18.54,2119.095138
18.57,2190.47418
18.6,2196.248764
18.63,2153.133679
18.66,2154.721911
18.69,2011.052692
18.72,2069.880754
18.75,2193.056158
18.78,2115.683363
18.81,2051.259053
18.84,2060.701144
18.87,2135.675574
18.9,2023.120159
18.93,2049.8845
18.96,2008.586306
18.99,2034.759497
19.02,2168.256733
19.05,2076.623399
19.08,2174.545555
19.11,2083.414284
19.14,2050.912131
19.17,2160.364896
19.2,2152.77366
19.23,2078.253993
19.26,2034.173894
19.29,2041.209708
19.32,2160.543191
19.35,2106.46759
19.38,2008.743452
19.41,2186.48276
19.44,2191.518366
19.47,2060.904948
19.5,2118.985839
19.53,2169.129044
19.56,2161.919707
19.59,2147.505418
19.62,2077.617138
19.65,2002.036554
19.68,2056.818126
19.71,2189.63659
19.74,2086.284857
19.77,2114.710029
19.8,2160.251918
19.83,2132.71993
19.86,2158.670889
19.89,2155.112283
19.92,2131.837958
19.95,2053.710619
19.98,2180.221039
20.01,2052.545427
20.04,2074.978704
20.07,2034.731856
20.1,2041.527911
20.13,2022.707081
20.16,2067.613532
20.19,2126.273348
20.22,2145.746472
20.25,2184.220134
20.28,2151.700898
20.31,2086.677347
20.34,2033.272152
20.37,2160.451284
20.4,2016.539172
20.43,2071.244675
20.46,2028.564929
20.49,2174.517126
20.52,2128.85818
20.55,2135.110619
20.58,2174.768275
20.61,2142.400596
20.64,2013.947685
20.67,2067.840154
20.7,2180.709984
20.73,2049.604638
20.76,2022.000132
20.79,2128.195106
20.82,2183.422245
20.85,2158.461027
20.88,2078.190629
20.91,2002.92041
20.94,2057.565548
20.97,2083.824478
21,2109.741601
21.03,2160.096354
21.06,2177.874969
21.09,2031.653821
21.12,2142.71315
21.15,2009.609031
21.18,2088.372443
21.21,2180.556535
21.24,2007.183954
21.27,2034.973849
21.3,2011.27121
21.33,2048.821567
21.36,2108.704289
21.39,2055.798658
21.42,2176.606915
21.45,2154.243013
21.48,2151.93921
21.51,2018.311299
21.54,2153.199681
21.57,2199.432076
21.6,2174.836663
21.63,2174.664831
21.66,2030.326464
21.69,2156.275864
21.72,2188.863366
21.75,2033.392505
21.78,2061.262609
21.81,2002.923249
21.84,2011.345572
21.87,2042.597773
21.9,2023.676202
21.93,2039.984553
21.96,2138.738493
21.99,2177.122151
22.02,2065.308863
22.05,2031.941238
22.08,2028.704495
22.11,2018.482094
22.14,2155.136252
22.17,2110.592639
22.2,2101.582518
22.23,2172.266465
22.26,2039.826999
22.29,2105.983747
22.32,2067.846392
22.35,2002.923658
22.38,2110.145495
22.41,2051.539253
22.44,2177.569974
22.47,2007.647081
22.5,2012.335305
22.53,2132.355948
22.56,2118.817854
22.59,2082.264685
22.62,2074.192496
22.65,2143.327742
22.68,2183.52778
22.71,2120.138935
22.74,2080.576332
22.77,2158.713221
22.8,2048.906942
22.83,2172.158444
22.86,2188.538563
22.89,2032.309796
22.92,2111.790258
22.95,2128.996269
22.98,2090.907412
23.01,2127.81258
23.04,2142.960808
23.07,2001.189806
23.1,2016.639849
23.13,2096.263529
23.16,2088.009458
23.19,2150.248653
23.22,2028.22684
23.25,2169.091831
23.28,2171.042793
23.31,2005.586949
23.34,2004.257005
23.37,2030.065496
23.4,2168.630637
23.43,2193.658114
23.46,2031.358113
23.49,2100.217097
23.52,2003.581281
23.55,2180.682798
23.58,2094.226543
23.61,2088.228362
23.64,2046.277026
23.67,2030.072022
23.7,2084.358397
23.73,2165.432081
23.76,2180.73719
23.79,2126.128246
23.82,2115.657116
23.85,2076.283976
23.88,2174.15302
23.91,2002.717124
23.94,2070.409042
23.97,2048.039485
24,2112.779275
24.03,2106.796365
24.06,2096.630203
24.09,2182.733268
24.12,2049.380617
24.15,2023.581176
24.18,2117.018275
24.21,2170.072919
24.24,2141.599798
24.27,2148.375261
24.3,2088.521514
24.33,2012.88022
24.36,2003.910489
24.39,2048.370065
24.42,2049.680359
24.45,2035.893233
24.48,2139.022454
24.51,2141.423142
24.54,2078.942475
24.57,2080.721607
24.6,2027.812134
24.63,2039.546341
24.66,2021.813065
24.69,2193.05722
24.72,2057.536783
24.75,2150.634871
24.78,2085.763574
24.81,2173.983261
24.84,2135.703416
24.87,2068.161589
24.9,2045.483812
24.93,2093.528682
24.96,2101.26486
24.99,2171.45773
25.02,2132.543753
25.05,2062.790488
25.08,2050.835471
25.11,2007.788043
25.14,2009.014616
25.17,2191.650493
25.2,2144.232552
25.23,2036.892312
25.26,2147.169686
25.29,2012.26346
25.32,2090.422091
25.35,2025.924771
25.38,2145.547673
25.41,2177.381381
25.44,2072.026361
25.47,2031.092962
25.5,2112.979628
25.53,2106.223432
25.56,2175.155026
25.59,2126.729234
25.62,2011.623335
25.65,2155.899929
25.68,2020.702357
25.71,2132.355284
25.74,2122.152356
25.77,2167.923042
25.8,2010.033699
25.83,2087.630343
25.86,2083.568181
25.89,2043.407487
25.92,2004.990117
25.95,2195.658856
25.98,2156.219701
26.01,2101.32629
26.04,2067.004887
26.07,2129.867747
26.1,2121.610565
26.13,2161.287011
26.16,2169.270892
26.19,2187.714929
26.22,2056.39855
26.25,2071.679409
26.28,2044.739501
26.31,2037.456841
26.34,2001.646233
26.37,2020.853014
26.4,2074.186745
26.43,2019.893658
26.46,2129.668485
26.49,2171.118334
26.52,2016.661963
26.55,2091.395521
26.58,2032.19496
26.61,2009.789076
26.64,2168.485197
26.67,2104.268948
26.7,2017.644114
26.73,2062.748921
26.76,2163.135062
26.79,2021.834148
26.82,2069.112601
26.85,2146.054123
26.88,2006.726454
26.91,2142.749355
26.94,2169.085001
26.97,2159.977891
27,2093.751898
27.03,2076.120419
27.06,2032.682673
27.09,2171.484093
27.12,2127.690018
27.15,2029.24168
27.18,2084.541585
27.21,2124.831923
27.24,2135.927199
27.27,2163.773063
27.3,2072.188653
27.33,2049.114237
27.36,2013.084767
27.39,2167.008999
27.42,2129.69535
27.45,2066.012339
27.48,2099.689572
27.51,2090.087498
27.54,2151.355907
27.57,2030.490884
27.6,2065.994799
27.63,2065.979942
27.66,2023.064275
27.69,2018.748687
27.72,2072.194253
27.75,2041.976804
27.78,2117.732339
27.81,2117.425235
27.84,2152.453073
27.87,2166.957447
27.9,2170.887469
27.93,2102.128067
27.96,2084.344971
27.99,2133.644467
28.02,2016.199151
28.05,2051.801923
28.08,2162.586633
28.11,2153.015588
28.14,2130.924711
28.17,2191.199844
28.2,2152.160562
28.23,2167.773772
28.26,2131.124928
28.29,2181.97201
28.32,2162.743642
28.35,2107.533991
28.38,2014.997043
28.41,2101.00059
28.44,2007.921587
28.47,2091.302281
28.5,2060.938482
28.53,2028.865751
28.56,2199.086028
28.59,2028.80548
28.62,2036.573876
28.65,2113.174378
28.68,2061.841486
28.71,2133.160558
28.74,2113.310078
28.77,2163.569637
28.8,2137.645933
28.83,2013.942591
28.86,2190.29425
28.89,2016.204387
28.92,2180.399026
28.95,2155.329288
28.98,2087.790369
29.01,2041.314329
29.04,2166.960188
29.07,2137.2214
29.1,2107.917586
29.13,2173.188726
29.16,2048.268177
29.19,2045.987735
29.22,2021.416814
29.25,2012.882628
29.28,2034.724263
29.31,2099.466056
29.34,2021.650618
29.37,2014.88562
29.4,2136.681533
29.43,2068.421061
29.46,2018.42795
29.49,2035.522456
29.52,2028.450371
29.55,2090.547597
29.58,2170.238217
29.61,2016.593058
29.64,2184.29774
29.67,2083.143638
29.7,2192.794983
29.73,2080.098567
29.76,2122.050818
29.79,2000.481788
29.82,2011.83741
29.85,2028.058207
29.88,2108.901802
29.91,2111.404544
29.94,2052.534165
29.97,2067.982038
30,2083.474917
30.03,2116.813372
30.06,2184.731465
30.09,2073.146717
30.12,2109.400193
30.15,2163.072531
30.18,2035.966011
30.21,2038.45091
30.24,2005.090609
30.27,2156.442475
30.3,2092.808843
30.33,2090.420139
30.36,2171.879016
30.39,2087.730823
30.42,2089.656894
30.45,2009.216788
30.48,2104.847357
30.51,2017.109381
30.54,2032.735125
30.57,2006.31626
30.6,2068.384991
30.63,2050.289607
30.66,2076.768523
30.69,2117.366565
30.72,2149.061524
30.75,2108.954928
30.78,2070.412321
30.81,2028.508921
30.84,2089.64607
30.87,2159.186697
30.9,2047.204275
30.93,2134.84265
30.96,2031.327354
30.99,2074.183064
31.02,2058.151879
31.05,2162.016849
31.08,2187.72362
31.11,2147.152994
31.14,2170.521055
31.17,2146.263802
31.2,2178.52675
31.23,2025.486735
31.26,2091.343728
31.29,2199.06171
31.32,2107.751554
31.35,2020.011851
31.38,2044.879822
31.41,2179.580464
31.44,2196.609037
31.47,2057.438349
31.5,2096.161136
31.53,2146.244766
31.56,2100.046684
31.59,2141.458188
31.62,2155.955557
31.65,2162.200999
31.68,2145.773145
31.71,2077.432312
31.74,2007.63849
31.77,2111.234616
31.8,2115.771118
31.83,2049.343202
31.86,2016.3577
31.89,2007.009558
31.92,2043.066719
31.95,2086.364175
31.98,2022.483706
32.01,2044.457635
32.04,2095.124253
32.07,2112.776273
32.1,2188.427821
32.13,2081.016344
32.16,2096.770977
32.19,2185.035097
32.22,2067.035127
32.25,2100.235254
32.28,2069.909938
32.31,2117.649786
32.34,2109.599875
32.37,2101.169848
32.4,2193.5094
32.43,2040.614157
32.46,2190.065911
32.49,2160.966065
32.52,2147.955989
32.55,2003.7076
32.58,2051.227581
32.61,2089.99786
32.64,2009.665356
32.67,2198.91169
32.7,2069.211399
32.73,2010.814781
32.76,2086.161985
32.79,2066.125961
32.82,2076.470006
32.85,2035.742955
32.88,2051.918131
32.91,2067.942894
32.94,2011.874675
32.97,2002.873694
33,2165.353548
33.03,2058.785299
33.06,2077.602754
33.09,2043.877119
33.12,2113.994671
33.15,2050.301682
33.18,2170.137769
33.21,2033.780381
33.24,2006.458224
33.27,2177.994405
33.3,2036.873454
33.33,2027.017097
33.36,2078.135735
33.39,2002.7019
33.42,2071.161666
33.45,2170.867485
33.48,2085.343189
33.51,2141.099144
33.54,2170.887425
33.57,2177.561293
33.6,2148.89595
33.63,2128.180877
33.66,2105.691039
33.69,2066.620388
33.72,2089.784119
33.75,2192.16557
33.78,2113.821286
33.81,2113.850103
33.84,2188.056676
33.87,2051.622975
33.9,2147.458985
33.93,2037.538887
33.96,2053.039104
33.99,2135.330212
34.02,2156.232307
34.05,2194.035127
34.08,2138.52547
34.11,2122.274232
34.14,2125.570099
34.17,2029.467217
34.2,2181.804892
34.23,2072.338563
34.26,2100.49719
34.29,2068.713851
34.32,2114.146367
34.35,2072.080358
34.38,2010.54185
34.41,2139.648099
34.44,2042.282437
34.47,2196.990853
34.5,2134.972155
34.53,2110.932005
34.56,2183.932902
34.59,2051.178052
34.62,2025.80743
34.65,2127.89724
34.68,2008.217435
34.71,2011.194607
34.74,2180.150625
34.77,2105.552812
34.8,2188.963925
34.83,2067.862691
34.86,2154.6517
34.89,2086.799616
34.92,2169.690934
34.95,2069.994972
34.98,2066.352451
35.01,2043.485311
35.04,2126.56197
35.07,2154.129905
35.1,2096.1307
35.13,2165.80697
35.16,2012.003779
35.19,2160.182204
35.22,2194.832388
35.25,2151.524755
35.28,2131.132453
35.31,2046.639975
35.34,2170.147395
35.37,2070.25143
35.4,2086.077801
35.43,2135.906849
35.46,2115.769986
35.49,2057.081506
35.52,2174.603252
35.55,2164.146292
35.58,2058.513266
35.61,2034.117769
35.64,2071.857178
35.67,2135.412029
35.7,2145.229421
35.73,2154.330113
35.76,2143.200346
35.79,2001.794747
35.82,2065.17993
35.85,2123.241881
35.88,2006.400606
35.91,2136.484443
35.94,2076.016564
35.97,2012.006804
36,2077.721015
36.03,2185.650573
36.06,2141.204043
36.09,2089.066559
36.12,2067.961837
36.15,2037.113125
36.18,2006.232635
36.21,2022.090173
36.24,2167.018614
36.27,2187.862461
36.3,2044.025629
36.33,2108.306279
36.36,2144.575405
36.39,2181.489818
36.42,2148.778421
36.45,2038.766087
36.48,2098.819836
36.51,2043.735879
36.54,2072.381438
36.57,2093.924581
36.6,2055.530817
36.63,2151.347944
36.66,2060.354188
36.69,2100.319458
36.72,2067.312774
36.75,2187.999375
36.78,2049.337407
36.81,2178.086476
36.84,2154.4157
36.87,2010.075012
36.9,2162.172862
36.93,2151.624638
36.96,2139.680998
36.99,2002.668715
37.02,2016.235583
37.05,2057.762349
37.08,2042.159355
37.11,2128.912052
37.14,2051.510586
37.17,2072.428763
37.2,2134.272446
37.23,2104.52109
37.26,2093.374704
37.29,2157.801831
37.32,2003.158116
37.35,2139.900418
37.38,2037.188158
37.41,2039.85549
37.44,2093.502217
37.47,2156.908373
37.5,2112.958004
37.53,2033.544092
37.56,2004.165272
37.59,2101.850898
37.62,2105.473257
37.65,2108.794096
37.68,2082.498376
37.71,2105.562705
37.74,2130.831224
37.77,2036.904259
37.8,2079.079646
37.83,2096.42828
37.86,2167.454995
37.89,2101.983519
37.92,2154.871469
37.95,2106.501243
37.98,2057.150209
38.01,2038.022375
38.04,2122.381194
38.07,2128.431566
38.1,2122.74394
38.13,2027.951383
38.16,2141.933761
38.19,2063.425998
38.22,2061.043667
38.25,2197.978897
38.28,2083.74025
38.31,2198.444385
38.34,2179.325579
38.37,2070.096378
38.4,2117.602914
38.43,2100.018927
38.46,2112.200498
38.49,2166.920906
38.52,2093.088312
38.55,2177.509416
38.58,2197.410024
38.61,2133.49704
38.64,2156.467805
38.67,2079.922474
38.7,2100.143037
38.73,2078.749174
38.76,2070.766904
38.79,2157.40878
38.82,2027.517715
38.85,2038.263322
38.88,2134.532303
38.91,2047.534619
38.94,2153.25197
38.97,2046.853581
39,2027.522086
39.03,2011.839174
39.06,2112.544671
39.09,2019.620509
39.12,2118.778012
39.15,2195.79891
39.18,2116.270357
39.21,2139.107235
39.24,2017.49623
39.27,2114.263978
39.3,2046.653352
39.33,2011.828941
39.36,2111.927708
39.39,2132.407146
39.42,2048.42144
39.45,2134.814768
39.48,2022.899503
39.51,2010.886562
39.54,2027.280345
39.57,2004.328671
39.6,2006.158605
39.63,2047.346214
39.66,2184.171495
39.69,2140.028156
39.72,2012.333275
39.75,2115.112714
39.78,2011.57119
39.81,2021.48782
39.84,2079.688758
39.87,2013.205427
39.9,2032.216742
39.93,2110.926368
39.96,2067.437187
39.99,2106.265091
40.02,2178.403341
40.05,2142.078454
40.08,2041.10965
40.11,2140.307559
40.14,2035.368286
40.17,2028.716397
40.2,2170.512194
40.23,2013.966405
40.26,2086.942538
40.29,2124.861022
40.32,2009.377156
40.35,2041.777376
40.38,2193.078749
40.41,2163.066424
40.44,2016.547026
40.47,2108.355416
40.5,2169.588428
40.53,2162.997286
40.56,2188.675177
40.59,2049.946036
40.62,2028.649456
40.65,2153.238094
40.68,2167.526033
40.71,2025.044065
40.74,2119.663156
40.77,2049.718972
40.8,2178.224547
40.83,2096.983476
40.86,2077.082504
40.89,2027.493628
40.92,2041.599789
40.95,2169.688381
40.98,2109.384194
41.01,2059.73683
41.04,2002.645718
41.07,2112.109217
41.1,2048.965357
41.13,2170.895186
41.16,2165.816673
41.19,2091.220228
41.22,2160.140112
41.25,2165.523997
41.28,2059.542252
41.31,2121.52072
41.34,2047.17456
41.37,2178.160725
41.4,2148.604997
41.43,2182.129416
41.46,2123.856665
41.49,2169.58971
41.52,2099.994936
41.55,2123.117138
41.58,2002.743929
41.61,2185.059334
41.64,2152.670606
41.67,2081.914878
41.7,2010.692177
41.73,2087.232005
41.76,2145.198676
41.79,2124.407516
41.82,2032.132356
41.85,2002.279853
41.88,2015.433389
41.91,2141.409058
41.94,2020.801676
41.97,2044.618778
42,2111.530818
