Time,Twall
14.49,1772.430318
14.52,1711.322603
14.55,1745.313699
14.58,1639.539889
14.61,1786.008611
14.64,1756.951427
14.67,1601.892332
14.7,1701.279908
14.73,1766.813589
14.76,1768.627331
14.79,1636.092604
14.82,1719.822337
14.85,1633.615799
14.88,1756.624471
14.91,1735.538441
14.94,1782.919989
14.97,1760.697644
15,1724.810512
15.03,1778.637191
15.06,1702.409264
15.09,1654.981791
15.12,1794.784811
15.15,1664.449531
15.18,1675.37664
15.21,1678.906137
15.24,1733.900481
15.27,1607.825454
15.3,1783.758877
15.33,1670.163979
15.36,1713.439469
15.39,1745.854782
15.42,1772.249468
15.45,1716.902198
15.48,1728.901809
15.51,1763.686145
15.54,1652.767723
15.57,1775.723722
15.6,1675.744711
15.63,1626.961304
15.66,1688.27311
15.69,1640.398866
15.72,1786.653998
15.75,1788.9305
15.78,1622.996445
15.81,1788.61508
15.84,1763.258081
15.87,1702.969766
15.9,1608.309494
15.93,1724.144551
15.96,1698.05444
15.99,1784.89949
16.02,1666.286887
16.05,1624.364547
16.08,1667.530428
16.11,1670.92817
16.14,1737.111851
16.17,1664.134223
16.2,1696.711611
16.23,1652.557205
16.26,1703.56959
16.29,1758.639035
16.32,1747.388489
16.35,1791.350895
16.38,1656.675523
16.41,1785.023253
16.44,1717.323219
16.47,1733.529182
16.5,1652.630412
16.53,1755.905369
16.56,1718.590261
16.59,1670.841764
16.62,1687.024883
16.65,1716.736768
16.68,1745.631902
16.71,1736.298997
16.74,1706.996872
16.77,1626.026046
16.8,1680.032502
16.83,1640.012176
16.86,1628.772095
16.89,1652.830854
16.92,1720.031087
16.95,1776.412162
16.98,1742.193682
17.01,1730.073548
17.04,1705.716189
17.07,1755.52611
17.1,1604.275127
17.13,1769.991636
17.16,1708.902285
17.19,1600.385886
17.22,1757.176498
17.25,1742.856883
17.28,1783.365161
17.31,1763.009529
17.34,1778.438389
17.37,1674.243666
17.4,1722.694933
17.43,1728.481376
17.46,1671.884705
17.49,1648.875782
17.52,1712.080244
17.55,1774.574505
17.58,1770.278679
17.61,1771.778493
17.64,1631.76372
17.67,1714.565476
17.7,1775.53075
17.73,1799.129765
17.76,1632.739085
17.79,1625.769087
17.82,1601.214012
17.85,1773.437563
17.88,1636.43139
17.91,1680.583637
17.94,1694.49974
17.97,1768.519907
18,1663.723134
18.03,1780.257422
18.06,1798.521324
18.09,1726.803684
18.12,1604.537684
18.15,1620.978808
18.18,1756.045656
18.21,1675.43434
18.24,1706.05824
18.27,1705.215619
18.3,1638.089479
18.33,1613.148187
18.36,1762.406104
18.39,1667.624678
18.42,1752.477431
18.45,1600.051599
18.48,1669.514931
18.51,1798.270124
18.54,1759.891086
18.57,1694.596951
18.6,1607.806259
18.63,1712.028701
18.66,1787.076898
18.69,1660.782142
18.72,1602.032306
18.75,1741.853246
18.78,1636.098745
18.81,1669.437527
18.84,1728.125381
18.87,1734.815166
18.9,1684.989567
18.93,1792.13437
18.96,1735.055585
18.99,1660.01379
19.02,1696.317214
19.05,1739.357645
19.08,1647.100122
19.11,1788.233044
19.14,1610.399581
19.17,1605.803174
19.2,1710.586858
19.23,1773.105453
19.26,1641.100007
19.29,1792.434825
19.32,1672.315678
19.35,1667.887459
19.38,1769.981518
19.41,1705.927917
19.44,1647.424463
19.47,1700.356465
19.5,1736.691792
19.53,1640.07094
19.56,1746.850963
19.59,1701.388679
19.62,1753.11786
19.65,1773.709844
19.68,1739.007072
19.71,1722.0003
19.74,1786.119362
19.77,1751.077888
19.8,1725.471569
19.83,1744.502554
19.86,1710.596056
19.89,1643.318724
19.92,1688.960562
19.95,1788.719797
19.98,1677.500588
20.01,1739.359644
20.04,1623.247956
20.07,1666.826831
20.1,1673.450415
20.13,1613.655419
20.16,1749.857701
20.19,1705.304036
20.22,1650.267228
20.25,1770.781565
20.28,1769.740132
20.31,1758.58668
20.34,1707.462235
20.37,1708.876213
20.4,1795.969405
20.43,1708.671801
20.46,1731.240176
20.49,1795.88141
20.52,1758.413499
20.55,1760.565281
20.58,1646.435259
20.61,1738.335723
20.64,1782.23851
20.67,1756.263984
20.7,1775.643442
20.73,1640.344211
20.76,1766.117333
20.79,1799.023669
20.82,1728.346382
20.85,1763.806853
20.88,1774.426444
20.91,1713.463977
20.94,1735.623667
20.97,1661.722923
21,1730.524463
21.03,1700.537899
21.06,1770.272775
21.09,1791.712061
21.12,1637.15791
21.15,1716.760422
21.18,1661.484203
21.21,1738.219009
21.24,1779.615899
21.27,1661.073787
21.3,1622.600547
21.33,1743.197872
21.36,1670.146438
21.39,1706.635988
21.42,1687.457327
21.45,1657.879814
21.48,1698.583016
21.51,1751.660717
21.54,1685.800312
21.57,1687.529453
21.6,1607.055426
21.63,1703.25367
21.66,1754.873235
21.69,1767.239667
21.72,1782.078559
21.75,1674.571629
21.78,1647.331843
21.81,1770.857613
21.84,1759.565848
21.87,1768.618132
21.9,1652.311757
21.93,1635.905368
21.96,1705.64687
21.99,1608.623773
22.02,1680.085265
22.05,1636.213505
22.08,1776.285652
22.11,1731.900432
22.14,1706.941111
22.17,1708.117928
22.2,1772.297375
22.23,1618.651913
22.26,1783.722041
22.29,1716.066361
22.32,1632.879524
22.35,1656.123302
22.38,1786.308702
22.41,1606.334961
22.44,1738.318964
22.47,1695.708526
22.5,1723.016854
22.53,1764.472741
22.56,1793.499591
22.59,1658.991507
22.62,1793.996987
22.65,1601.131434
22.68,1657.46009
22.71,1757.936179
22.74,1613.99346
22.77,1777.898612
22.8,1741.356895
22.83,1708.053816
22.86,1685.298538
22.89,1693.442147
22.92,1609.612225
22.95,1787.934996
22.98,1632.362946
23.01,1610.476393
23.04,1773.432987
23.07,1654.484724
23.1,1724.752846
23.13,1685.068905
23.16,1724.546389
23.19,1745.8159
23.22,1722.14628
23.25,1604.916095
23.28,1684.55132
23.31,1662.336516
23.34,1643.640474
23.37,1715.09328
23.4,1770.662573
23.43,1748.737999
23.46,1776.250608
23.49,1642.805279
23.52,1640.631701
23.55,1603.429236
23.58,1645.815163
23.61,1668.965552
23.64,1729.398451
23.67,1640.691949
23.7,1723.045012
23.73,1669.064455
23.76,1612.790276
23.79,1603.423249
23.82,1620.383202
23.85,1761.092381
23.88,1769.661222
23.91,1665.6113
23.94,1632.711197
23.97,1703.537939
24,1623.221207
24.03,1743.843601
24.06,1681.356192
24.09,1709.615834
24.12,1647.161618
24.15,1687.807573
24.18,1770.646479
24.21,1751.962115
24.24,1768.495272
24.27,1652.287091
24.3,1641.218269
24.33,1673.274464
24.36,1702.30316
24.39,1723.51589
24.42,1779.239592
24.45,1780.271357
24.48,1642.484192
24.51,1793.902301
24.54,1794.533458
24.57,1745.052562
24.6,1608.674877
24.63,1625.688308
24.66,1689.043068
24.69,1713.244158
24.72,1697.04348
24.75,1765.961884
24.78,1600.637769
24.81,1728.764778
24.84,1742.053781
24.87,1689.24133
24.9,1604.932891
24.93,1693.8645
24.96,1639.379758
24.99,1619.770861
25.02,1659.676748
25.05,1697.416368
25.08,1640.68613
25.11,1782.313694
25.14,1669.948276
25.17,1704.273005
25.2,1774.69145
25.23,1658.798128
25.26,1677.088876
25.29,1698.080247
25.32,1756.193164
25.35,1773.219816
25.38,1602.247048
25.41,1730.007022
25.44,1678.775692
25.47,1620.112207
25.5,1779.325427
25.53,1619.218098
25.56,1629.78752
25.59,1608.458464
25.62,1698.546037
25.65,1709.367136
25.68,1715.024266
25.71,1705.424517
25.74,1665.24796
25.77,1617.434678
25.8,1611.017146
25.83,1728.971244
25.86,1733.278303
25.89,1713.390189
25.92,1715.180576
25.95,1736.929753
25.98,1779.202496
26.01,1705.629735
26.04,1727.858317
26.07,1730.264582
26.1,1628.124386
26.13,1630.312489
26.16,1629.292386
26.19,1747.280646
26.22,1689.373215
26.25,1640.400313
26.28,1684.843761
26.31,1789.918658
26.34,1680.548598
26.37,1734.620623
26.4,1696.024034
26.43,1614.899927
26.46,1681.574484
26.49,1614.271528
26.52,1796.11285
26.55,1771.143757
26.58,1660.411221
26.61,1751.532259
26.64,1705.354336
26.67,1751.661455
26.7,1666.986527
26.73,1728.004085
26.76,1654.903644
26.79,1666.63032
26.82,1708.324699
26.85,1617.590897
26.88,1670.337542
26.91,1751.299509
26.94,1758.209962
26.97,1647.997088
27,1638.128271
27.03,1704.498432
27.06,1721.640515
27.09,1748.269406
27.12,1788.005801
27.15,1766.029038
27.18,1707.947146
27.21,1655.932285
27.24,1633.381275
27.27,1672.008727
27.3,1695.116134
27.33,1739.777262
27.36,1775.28871
27.39,1755.715625
27.42,1684.571496
27.45,1781.130267
27.48,1630.496918
27.51,1774.229356
27.54,1691.525177
27.57,1705.569362
27.6,1659.029825
27.63,1749.379126
27.66,1698.382894
27.69,1762.692382
27.72,1631.616913
27.75,1748.613131
27.78,1782.034501
27.81,1694.411297
27.84,1714.67229
27.87,1729.708005
27.9,1640.450922
27.93,1630.951909
27.96,1777.959409
27.99,1775.584405
28.02,1635.516154
28.05,1688.578974
28.08,1650.292679
28.11,1691.878589
28.14,1702.633601
28.17,1753.762215
28.2,1619.284781
28.23,1652.721281
28.26,1602.278934
28.29,1724.993866
28.32,1684.350514
28.35,1712.232142
28.38,1777.694839
28.41,1763.607998
28.44,1637.699728
28.47,1612.153449
28.5,1691.651812
28.53,1781.78191
28.56,1773.088294
28.59,1648.28837
28.62,1642.665931
28.65,1731.781229
28.68,1774.226072
28.71,1699.850051
28.74,1644.708452
28.77,1740.621552
28.8,1781.944801
28.83,1783.562806
28.86,1766.371145
28.89,1620.339231
28.92,1635.963639
28.95,1621.695322
28.98,1630.491646
29.01,1690.415196
29.04,1799.195801
29.07,1673.105743
29.1,1700.409002
29.13,1601.660505
29.16,1639.097012
29.19,1621.316311
29.22,1742.095774
29.25,1754.662997
29.28,1701.647967
29.31,1762.883442
29.34,1613.380203
29.37,1671.847421
29.4,1696.014386
29.43,1682.843385
29.46,1641.858429
29.49,1633.995554
29.52,1678.196589
29.55,1632.463218
29.58,1789.419035
29.61,1677.447978
29.64,1669.899542
29.67,1614.583195
29.7,1761.683652
29.73,1759.969154
29.76,1771.081895
29.79,1679.852098
29.82,1746.692719
29.85,1675.400067
29.88,1714.736016
29.91,1767.874003
29.94,1731.899491
29.97,1626.031487
30,1787.041401
30.03,1760.79645
30.06,1681.160672
30.09,1706.221884
30.12,1689.449059
30.15,1672.784508
30.18,1749.089496
30.21,1682.856495
30.24,1688.382606
30.27,1638.390494
30.3,1745.074452
30.33,1729.327435
30.36,1693.65601
30.39,1617.534254
30.42,1762.439873
30.45,1703.603143
30.48,1687.333284
30.51,1669.063584
30.54,1790.621046
30.57,1645.782001
30.6,1650.267404
30.63,1739.951604
30.66,1690.470299
30.69,1729.266083
30.72,1790.838746
30.75,1783.401993
30.78,1766.164433
30.81,1627.918569
30.84,1790.601191
30.87,1695.184409
30.9,1654.758329
30.93,1778.437194
30.96,1706.431411
30.99,1697.297198
31.02,1611.472406
31.05,1781.063508
31.08,1604.756692
31.11,1650.639291
31.14,1678.756204
31.17,1691.537504
31.2,1732.793566
31.23,1781.352811
31.26,1699.703055
31.29,1729.297048
31.32,1715.158141
31.35,1633.903373
31.38,1682.466502
31.41,1658.570426
31.44,1673.413175
31.47,1777.410833
31.5,1718.344981
31.53,1638.587057
31.56,1646.570276
31.59,1709.99132
31.62,1717.336182
31.65,1775.252256
31.68,1654.504238
31.71,1733.404511
31.74,1745.685485
31.77,1682.05017
31.8,1713.231197
31.83,1736.449328
31.86,1670.500231
31.89,1743.514942
31.92,1689.287247
31.95,1799.501414
31.98,1797.893763
32.01,1768.977135
32.04,1693.456275
32.07,1626.115394
32.1,1696.534089
32.13,1606.471913
32.16,1627.004691
32.19,1657.939068
32.22,1652.137247
32.25,1694.366229
32.28,1708.423553
32.31,1654.916321
32.34,1799.479617
32.37,1716.466239
32.4,1669.32282
32.43,1798.233074
32.46,1634.881739
32.49,1784.338807
32.52,1631.47615
32.55,1623.822883
32.58,1655.167224
32.61,1612.390816
32.64,1653.200647
32.67,1747.490389
32.7,1638.851859
32.73,1678.914136
32.76,1674.483189
32.79,1680.240477
32.82,1653.811329
32.85,1671.228805
32.88,1671.470922
32.91,1644.634904
32.94,1682.927531
32.97,1600.537998
33,1740.795926
33.03,1748.671618
33.06,1777.63777
33.09,1790.349333
33.12,1742.33303
33.15,1641.854074
33.18,1729.71526
33.21,1723.350792
33.24,1602.268813
33.27,1795.993609
33.3,1776.947355
33.33,1773.175664
33.36,1750.7895
33.39,1772.450682
33.42,1713.363885
33.45,1677.823833
33.48,1740.624317
33.51,1780.172903
33.54,1655.279566
33.57,1702.269314
33.6,1660.175868
33.63,1637.386046
33.66,1743.307624
33.69,1674.046442
33.72,1658.901553
33.75,1748.377792
33.78,1688.345722
33.81,1774.259571
33.84,1782.909817
33.87,1625.344103
33.9,1689.853591
33.93,1713.657684
33.96,1732.79185
33.99,1727.388381
34.02,1680.226646
34.05,1626.900694
34.08,1748.895584
34.11,1640.238232
34.14,1707.60074
34.17,1794.204648
34.2,1604.878719
34.23,1674.807817
34.26,1619.483802
34.29,1714.420396
34.32,1704.302348
34.35,1731.011276
34.38,1753.317624
34.41,1673.904518
34.44,1797.899306
34.47,1621.128445
34.5,1769.615226
34.53,1697.056454
34.56,1733.76248
34.59,1790.915482
34.62,1714.284265
34.65,1600.444592
34.68,1769.861693
34.71,1642.683767
34.74,1618.409649
34.77,1759.737827
34.8,1689.924362
34.83,1647.853907
34.86,1617.59167
34.89,1765.364102
34.92,1656.481024
34.95,1744.466667
34.98,1719.073274
35.01,1675.242513
35.04,1779.823273
35.07,1641.259196
35.1,1748.766255
35.13,1770.463123
35.16,1680.081008
35.19,1706.785454
35.22,1759.8583
35.25,1749.000988
35.28,1777.891559
35.31,1671.736784
35.34,1634.708831
35.37,1660.40528
35.4,1618.593429
35.43,1770.34838
35.46,1722.612052
35.49,1777.179627
35.52,1711.601646
35.55,1650.751818
35.58,1627.792512
35.61,1654.568229
35.64,1660.743749
35.67,1714.650572
35.7,1611.894133
35.73,1709.284892
35.76,1797.860271
35.79,1688.885135
35.82,1700.546474
35.85,1650.39982
35.88,1743.082297
35.91,1744.995677
35.94,1712.949332
35.97,1650.459473
36,1762.748337
36.03,1693.530037
36.06,1633.342229
36.09,1781.464037
36.12,1620.270465
36.15,1606.329076
36.18,1684.083672
36.21,1791.786264
36.24,1657.259226
36.27,1601.053734
36.3,1785.590616
36.33,1697.035709
36.36,1718.70589
36.39,1754.698039
36.42,1769.57532
36.45,1627.147155
36.48,1780.618953
36.51,1773.225771
36.54,1710.189747
36.57,1703.888412
36.6,1743.899456
36.63,1630.864126
36.66,1615.868289
36.69,1701.84579
36.72,1627.786204
36.75,1762.240004
36.78,1661.812525
36.81,1654.678325
36.84,1629.531577
36.87,1777.744318
36.9,1724.58454
36.93,1615.519528
36.96,1667.933209
36.99,1704.182201
37.02,1610.548115
37.05,1667.302664
37.08,1605.987584
37.11,1612.376313
37.14,1606.69485
37.17,1775.523143
37.2,1666.050955
37.23,1722.604499
37.26,1793.838761
37.29,1719.458213
37.32,1642.475664
37.35,1769.405983
37.38,1751.961348
37.41,1613.151211
37.44,1732.919505
37.47,1735.756691
37.5,1757.427803
37.53,1607.856536
37.56,1699.797953
37.59,1723.530818
37.62,1756.442352
37.65,1684.034789
37.68,1630.391073
37.71,1671.253845
37.74,1662.149992
37.77,1780.073866
37.8,1748.61578
37.83,1748.578114
37.86,1793.392468
37.89,1772.490207
37.92,1617.554868
37.95,1754.267151
37.98,1788.162934
38.01,1758.644125
38.04,1613.732484
38.07,1646.752427
38.1,1656.609209
38.13,1649.445213
38.16,1688.547537
38.19,1760.533009
38.22,1668.870784
38.25,1655.549631
38.28,1617.64011
38.31,1691.761953
38.34,1739.173439
38.37,1701.46143
38.4,1642.830114
38.43,1649.85801
38.46,1670.719383
38.49,1790.783338
38.52,1680.386017
38.55,1797.529423
38.58,1601.185125
38.61,1611.373514
38.64,1611.023688
38.67,1617.659334
38.7,1649.39154
38.73,1633.449905
38.76,1767.499215
38.79,1776.728061
38.82,1776.034683
38.85,1636.026892
38.88,1706.79204
38.91,1697.649118
38.94,1612.952635
38.97,1619.574659
39,1757.451453
39.03,1768.543161
39.06,1770.640984
39.09,1660.92381
39.12,1641.840696
39.15,1726.819937
39.18,1731.441218
39.21,1648.588912
39.24,1617.780932
39.27,1658.554632
39.3,1649.23066
39.33,1738.781354
39.36,1706.638692
39.39,1760.793796
39.42,1610.575971
39.45,1667.279088
39.48,1631.422793
39.51,1747.740781
39.54,1667.613463
39.57,1740.928117
39.6,1761.756125
39.63,1612.68296
39.66,1708.98869
39.69,1786.329433
39.72,1711.077425
39.75,1662.444404
39.78,1765.661328
39.81,1767.483937
39.84,1748.572298
39.87,1767.422791
39.9,1600.744394
39.93,1711.462678
39.96,1605.035737
39.99,1756.727387
40.02,1779.206133
40.05,1779.515588
40.08,1679.016314
40.11,1653.818181
40.14,1693.020101
40.17,1675.159413
40.2,1711.599416
40.23,1604.715423
40.26,1730.090576
40.29,1720.552447
40.32,1763.541652
40.35,1758.956318
40.38,1739.792013
40.41,1691.122748
40.44,1779.999435
40.47,1698.053746
40.5,1660.370458
40.53,1658.213549
40.56,1775.856115
40.59,1620.227275
40.62,1717.518412
40.65,1759.734916
40.68,1600.877136
40.71,1640.788928
40.74,1653.941933
40.77,1799.546519
40.8,1632.142483
40.83,1761.045376
40.86,1741.320423
40.89,1622.633794
40.92,1605.409883
40.95,1719.631495
40.98,1791.821444
41.01,1793.077674
41.04,1791.778429
41.07,1760.858558
41.1,1640.583327
41.13,1663.658559
41.16,1775.214045
41.19,1771.428854
41.22,1780.392181
41.25,1630.97372
41.28,1687.679562
41.31,1641.690962
41.34,1754.016822
41.37,1746.856674
41.4,1768.159679
41.43,1661.116373
41.46,1672.322261
41.49,1633.770976
41.52,1678.657581
41.55,1762.806528
41.58,1612.774242
41.61,1724.027868
41.64,1621.639893
41.67,1639.711808
41.7,1601.012672
41.73,1662.563357
41.76,1669.865756
41.79,1673.047969
41.82,1677.032211
41.85,1708.846145
41.88,1784.684049
41.91,1674.819761
41.94,1776.791266
41.97,1664.313611
42,1748.357909
